"Country or Area","Year","Area","Sex","Age","Marital status","Record Type","Reliability","Source Year","Value","Value Footnotes"
"China","1990","Urban","Male","50 - 54","Married","Census - de facto - complete tabulation","Final figure, complete","1993","6801258","3,4"
"China","1990","Urban","Male","50 - 54","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","182480","3,4"
"China","1990","Urban","Male","50 - 54","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","80660","3,4"
"China","1990","Urban","Male","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","1993","6441112","3,4"
"China","1990","Urban","Male","55 - 59","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","109155","3,4"
"China","1990","Urban","Male","55 - 59","Married","Census - de facto - complete tabulation","Final figure, complete","1993","5956319","3,4"
"China","1990","Urban","Male","55 - 59","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","300413","3,4"
"China","1990","Urban","Male","55 - 59","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","75225","3,4"
"China","1990","Urban","Male","60 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","11769720","3"
"China","1990","Urban","Male","60 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","179347","3"
"China","1990","Urban","Male","60 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","9339004","3"
"China","1990","Urban","Male","60 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","2120798","3"
"China","1990","Urban","Male","60 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","130571","3"
"China","1990","Urban","Male","Unknown","Total","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Urban","Male","Unknown","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Urban","Male","Unknown","Married","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Urban","Male","Unknown","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Urban","Male","Unknown","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Urban","Female","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","1993","14000512","3,4"
"China","1990","Urban","Female","15 - 19","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","13717933","3,4"
"China","1990","Urban","Female","15 - 19","Married","Census - de facto - complete tabulation","Final figure, complete","1993","279713","3,4"
"China","1990","Urban","Female","15 - 19","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","532","3,4"
"China","1990","Urban","Female","15 - 19","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","2334","3,4"
"China","1990","Urban","Female","15 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","110215021","3,4"
"China","1990","Urban","Female","15 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","24201704","3,4"
"China","1990","Urban","Female","15 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","77097447","3,4"
"China","1990","Urban","Female","15 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","8183977","3,4"
"China","1990","Urban","Female","15 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","731893","3,4"
"China","1990","Urban","Female","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","1993","15976864","3,4"
"China","1990","Urban","Female","20 - 24","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","8941521","3,4"
"China","1990","Urban","Female","20 - 24","Married","Census - de facto - complete tabulation","Final figure, complete","1993","6989417","3,4"
"China","1990","Urban","Female","20 - 24","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","8234","3,4"
"China","1990","Urban","Female","20 - 24","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","37692","3,4"
"China","1990","Urban","Female","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","1993","15399722","3,4"
"China","1990","Urban","Female","25 - 29","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","1154191","3,4"
"China","1990","Urban","Female","25 - 29","Married","Census - de facto - complete tabulation","Final figure, complete","1993","14084556","3,4"
"China","1990","Urban","Female","25 - 29","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","29354","3,4"
"China","1990","Urban","Female","25 - 29","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","131621","3,4"
"China","1990","Urban","Female","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","1993","13029822","3,4"
"China","1990","Urban","Female","30 - 34","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","179548","3,4"
"China","1990","Urban","Female","30 - 34","Married","Census - de facto - complete tabulation","Final figure, complete","1993","12644688","3,4"
"China","1990","Urban","Female","30 - 34","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","52608","3,4"
"China","1990","Urban","Female","30 - 34","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","152978","3,4"
"China","1990","Urban","Female","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","1993","12208886","3,4"
"China","1990","Urban","Female","35 - 39","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","85969","3,4"
"China","1990","Urban","Female","35 - 39","Married","Census - de facto - complete tabulation","Final figure, complete","1993","11890647","3,4"
"China","1990","Urban","Female","35 - 39","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","101971","3,4"
"China","1990","Urban","Female","35 - 39","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","130299","3,4"
"China","1990","Urban","Female","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","1993","8483772","3,4"
"China","1990","Urban","Female","40 - 44","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","38411","3,4"
"China","1990","Urban","Female","40 - 44","Married","Census - de facto - complete tabulation","Final figure, complete","1993","8198344","3,4"
"China","1990","Urban","Female","40 - 44","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","167500","3,4"
"China","1990","Urban","Female","40 - 44","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","79517","3,4"
"China","1990","Urban","Female","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","1993","6647595","3,4"
"China","1990","Urban","Female","45 - 49","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","14960","3,4"
"China","1990","Urban","Female","45 - 49","Married","Census - de facto - complete tabulation","Final figure, complete","1993","6305300","3,4"
"China","1990","Urban","Female","45 - 49","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","275165","3,4"
"China","1990","Urban","Female","45 - 49","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","52170","3,4"
"China","1990","Urban","Female","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","1993","6526792","3,4"
"China","1990","Urban","Female","50 - 54","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","11447","3,4"
"China","1990","Urban","Female","50 - 54","Married","Census - de facto - complete tabulation","Final figure, complete","1993","5925869","3,4"
"China","1990","Urban","Female","50 - 54","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","547881","3,4"
"China","1990","Urban","Female","50 - 54","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","41595","3,4"
"China","1990","Urban","Female","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","1993","5578748","3,4"
"China","1990","Urban","Female","55 - 59","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","10165","3,4"
"China","1990","Urban","Female","55 - 59","Married","Census - de facto - complete tabulation","Final figure, complete","1993","4672263","3,4"
"China","1990","Urban","Female","55 - 59","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","862642","3,4"
"China","1990","Urban","Female","55 - 59","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","33678","3,4"
"China","1990","Urban","Female","60 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","12362308","3"
"China","1990","Urban","Female","60 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","47559","3"
"China","1990","Urban","Female","60 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","6106650","3"
"China","1990","Urban","Female","60 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","6138090","3"
"China","1990","Urban","Female","60 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","70009","3"
"China","1990","Urban","Female","Unknown","Total","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Urban","Female","Unknown","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Urban","Female","Unknown","Married","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Urban","Female","Unknown","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Urban","Female","Unknown","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Rural","Male","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","1993","46794115","3,4"
"China","1990","Rural","Male","15 - 19","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","45796939","3,4"
"China","1990","Rural","Male","15 - 19","Married","Census - de facto - complete tabulation","Final figure, complete","1993","986350","3,4"
"China","1990","Rural","Male","15 - 19","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","2847","3,4"
"China","1990","Rural","Male","15 - 19","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","7979","3,4"
"China","1990","Rural","Male","15 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","299144221","3,4"
"China","1990","Rural","Male","15 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","87498969","3,4"
"China","1990","Rural","Male","15 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","196078458","3,4"
"China","1990","Rural","Male","15 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","13043967","3,4"
"China","1990","Rural","Male","15 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","2522827","3,4"
"China","1990","Rural","Male","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","1993","46583712","3,4"
"China","1990","Rural","Male","20 - 24","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","26731304","3,4"
"China","1990","Rural","Male","20 - 24","Married","Census - de facto - complete tabulation","Final figure, complete","1993","19696152","3,4"
"China","1990","Rural","Male","20 - 24","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","37690","3,4"
"China","1990","Rural","Male","20 - 24","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","118566","3,4"
"China","1990","Rural","Male","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","1993","36488269","3,4"
"China","1990","Rural","Male","25 - 29","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","5218138","3,4"
"China","1990","Rural","Male","25 - 29","Married","Census - de facto - complete tabulation","Final figure, complete","1993","30948236","3,4"
"China","1990","Rural","Male","25 - 29","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","99665","3,4"
"China","1990","Rural","Male","25 - 29","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","222230","3,4"
"China","1990","Rural","Male","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","1993","29343529","3,4"
"China","1990","Rural","Male","30 - 34","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","2369534","3,4"
"China","1990","Rural","Male","30 - 34","Married","Census - de facto - complete tabulation","Final figure, complete","1993","26553071","3,4"
"China","1990","Rural","Male","30 - 34","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","175849","3,4"
"China","1990","Rural","Male","30 - 34","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","245075","3,4"
"China","1990","Rural","Male","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","1993","31261913","3,4"
"China","1990","Rural","Male","35 - 39","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","2171362","3,4"
"China","1990","Rural","Male","35 - 39","Married","Census - de facto - complete tabulation","Final figure, complete","1993","28427370","3,4"
"China","1990","Rural","Male","35 - 39","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","348762","3,4"
"China","1990","Rural","Male","35 - 39","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","314419","3,4"
"China","1990","Rural","Male","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","1993","23587992","3,4"
"China","1990","Rural","Male","40 - 44","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","1500843","3,4"
"China","1990","Rural","Male","40 - 44","Married","Census - de facto - complete tabulation","Final figure, complete","1993","21300966","3,4"
"China","1990","Rural","Male","40 - 44","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","483987","3,4"
"China","1990","Rural","Male","40 - 44","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","302196","3,4"
"China","1990","Rural","Male","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","1993","18405928","3,4"
"China","1990","Rural","Male","45 - 49","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","1153412","3,4"
"China","1990","Rural","Male","45 - 49","Married","Census - de facto - complete tabulation","Final figure, complete","1993","16331989","3,4"
"China","1990","Rural","Male","45 - 49","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","648843","3,4"
"China","1990","Rural","Male","45 - 49","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","271684","3,4"
"China","1990","Rural","Male","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","1993","16906593","3,4"
"China","1990","Rural","Male","50 - 54","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","941476","3,4"
"China","1990","Rural","Male","50 - 54","Married","Census - de facto - complete tabulation","Final figure, complete","1993","14670978","3,4"
"China","1990","Rural","Male","50 - 54","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","1005457","3,4"
"China","1990","Rural","Male","50 - 54","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","288682","3,4"
"China","1990","Rural","Male","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","1993","15398825","3,4"
"China","1990","Rural","Male","55 - 59","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","663080","3,4"
"China","1990","Rural","Male","55 - 59","Married","Census - de facto - complete tabulation","Final figure, complete","1993","12982635","3,4"
"China","1990","Rural","Male","55 - 59","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","1472674","3,4"
"China","1990","Rural","Male","55 - 59","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","280436","3,4"
"China","1990","Rural","Male","60 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","34373345","3,4"
"China","1990","Rural","Male","60 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","952881","3,4"
"China","1990","Rural","Male","60 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","24180711","3,4"
"China","1990","Rural","Male","60 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","8768193","3,4"
"China","1990","Rural","Male","60 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","471560","3,4"
"China","1990","Rural","Male","Unknown","Total","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Rural","Male","Unknown","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Rural","Male","Unknown","Married","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Rural","Male","Unknown","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Rural","Male","Unknown","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Rural","Female","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","1993","44507320","3,4"
"China","1990","Rural","Female","15 - 19","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","42051959","3,4"
"China","1990","Rural","Female","15 - 19","Married","Census - de facto - complete tabulation","Final figure, complete","1993","2426601","3,4"
"China","1990","Rural","Female","15 - 19","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","3130","3,4"
"China","1990","Rural","Female","15 - 19","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","25630","3,4"
"China","1990","Rural","Female","15 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","288336954","3,4"
"China","1990","Rural","Female","15 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","59899618","3,4"
"China","1990","Rural","Female","15 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","202010018","3,4"
"China","1990","Rural","Female","15 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","25794616","3,4"
"China","1990","Rural","Female","15 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","632702","3,4"
"China","1990","Rural","Female","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","1993","45551287","3,4"
"China","1990","Rural","Female","20 - 24","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","16502138","3,4"
"China","1990","Rural","Female","20 - 24","Married","Census - de facto - complete tabulation","Final figure, complete","1993","28910825","3,4"
"China","1990","Rural","Female","20 - 24","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","32914","3,4"
"China","1990","Rural","Female","20 - 24","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","105410","3,4"
"China","1990","Rural","Female","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","1993","35354820","3,4"
"China","1990","Rural","Female","25 - 29","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","1025361","3,4"
"China","1990","Rural","Female","25 - 29","Married","Census - de facto - complete tabulation","Final figure, complete","1993","34158261","3,4"
"China","1990","Rural","Female","25 - 29","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","67079","3,4"
"China","1990","Rural","Female","25 - 29","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","104119","3,4"
"China","1990","Rural","Female","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","1993","27139752","3,4"
"China","1990","Rural","Female","30 - 34","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","75964","3,4"
"China","1990","Rural","Female","30 - 34","Married","Census - de facto - complete tabulation","Final figure, complete","1993","26899093","3,4"
"China","1990","Rural","Female","30 - 34","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","105435","3,4"
"China","1990","Rural","Female","30 - 34","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","59260","3,4"
"China","1990","Rural","Female","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","1993","29574079","3,4"
"China","1990","Rural","Female","35 - 39","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","41406","3,4"
"China","1990","Rural","Female","35 - 39","Married","Census - de facto - complete tabulation","Final figure, complete","1993","29223911","3,4"
"China","1990","Rural","Female","35 - 39","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","247749","3,4"
"China","1990","Rural","Female","35 - 39","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","61013","3,4"
"China","1990","Rural","Female","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","1993","21887915","3,4"
"China","1990","Rural","Female","40 - 44","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","33318","3,4"
"China","1990","Rural","Female","40 - 44","Married","Census - de facto - complete tabulation","Final figure, complete","1993","21325809","3,4"
"China","1990","Rural","Female","40 - 44","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","478779","3,4"
"China","1990","Rural","Female","40 - 44","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","50009","3,4"
"China","1990","Rural","Female","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","1993","16584446","3,4"
"China","1990","Rural","Female","45 - 49","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","26138","3,4"
"China","1990","Rural","Female","45 - 49","Married","Census - de facto - complete tabulation","Final figure, complete","1993","15701608","3,4"
"China","1990","Rural","Female","45 - 49","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","818147","3,4"
"China","1990","Rural","Female","45 - 49","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","38553","3,4"
"China","1990","Rural","Female","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","1993","14982412","3,4"
"China","1990","Rural","Female","50 - 54","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","25432","3,4"
"China","1990","Rural","Female","50 - 54","Married","Census - de facto - complete tabulation","Final figure, complete","1993","13417645","3,4"
"China","1990","Rural","Female","50 - 54","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","1503358","3,4"
"China","1990","Rural","Female","50 - 54","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","35977","3,4"
"China","1990","Rural","Female","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","1993","14290650","3,4"
"China","1990","Rural","Female","55 - 59","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","24636","3,4"
"China","1990","Rural","Female","55 - 59","Married","Census - de facto - complete tabulation","Final figure, complete","1993","11697901","3,4"
"China","1990","Rural","Female","55 - 59","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","2529325","3,4"
"China","1990","Rural","Female","55 - 59","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","38788","3,4"
"China","1990","Rural","Female","60 +","Total","Census - de facto - complete tabulation","Final figure, complete","1993","38464273","3,4"
"China","1990","Rural","Female","60 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","93266","3,4"
"China","1990","Rural","Female","60 +","Married","Census - de facto - complete tabulation","Final figure, complete","1993","18248364","3,4"
"China","1990","Rural","Female","60 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","20008700","3,4"
"China","1990","Rural","Female","60 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","113943","3,4"
"China","1990","Rural","Female","Unknown","Total","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Rural","Female","Unknown","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Rural","Female","Unknown","Married","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Rural","Female","Unknown","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1990","Rural","Female","Unknown","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1993","0","3,4"
"China","1982","Total","Male","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","1984","63705558","3,5"
"China","1982","Total","Male","15 - 19","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","63115263","3,5"
"China","1982","Total","Male","15 - 19","Married","Census - de facto - complete tabulation","Final figure, complete","1984","581451","3,5"
"China","1982","Total","Male","15 - 19","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","2524","3,5"
"China","1982","Total","Male","15 - 19","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","6320","3,5"
"China","1982","Total","Male","15 +","Total","Census - de facto - complete tabulation","Final figure, complete","1984","340851820","3,5"
"China","1982","Total","Male","15 +","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","111483247","3,5"
"China","1982","Total","Male","15 +","Married","Census - de facto - complete tabulation","Final figure, complete","1984","211078128","3,5"
"China","1982","Total","Male","15 +","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","15161874","3,5"
"China","1982","Total","Male","15 +","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","3128571","3,5"
"China","1982","Total","Male","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","1984","37800462","3,5"
"China","1982","Total","Male","20 - 24","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","27207265","3,5"
"China","1982","Total","Male","20 - 24","Married","Census - de facto - complete tabulation","Final figure, complete","1984","10514955","3,5"
"China","1982","Total","Male","20 - 24","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","17296","3,5"
"China","1982","Total","Male","20 - 24","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","60946","3,5"
"China","1982","Total","Male","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","1984","47676631","3,5"
"China","1982","Total","Male","25 - 29","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","11245256","3,5"
"China","1982","Total","Male","25 - 29","Married","Census - de facto - complete tabulation","Final figure, complete","1984","36092963","3,5"
"China","1982","Total","Male","25 - 29","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","114743","3,5"
"China","1982","Total","Male","25 - 29","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","223669","3,5"
"China","1982","Total","Male","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","1984","37871076","3,5"
"China","1982","Total","Male","30 - 34","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","3349331","3,5"
"China","1982","Total","Male","30 - 34","Married","Census - de facto - complete tabulation","Final figure, complete","1984","33960784","3,5"
"China","1982","Total","Male","30 - 34","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","239514","3,5"
"China","1982","Total","Male","30 - 34","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","321447","3,5"
"China","1982","Total","Male","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","1984","28512698","3,5"
"China","1982","Total","Male","35 - 39","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","1930048","3,5"
"China","1982","Total","Male","35 - 39","Married","Census - de facto - complete tabulation","Final figure, complete","1984","25899498","3,5"
"China","1982","Total","Male","35 - 39","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","356769","3,5"
"China","1982","Total","Male","35 - 39","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","326383","3,5"
"China","1982","Total","Male","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","1984","25778261","3,5"
"China","1982","Total","Male","40 - 44","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","1471088","3,5"
"China","1982","Total","Male","40 - 44","Married","Census - de facto - complete tabulation","Final figure, complete","1984","23334003","3,5"
"China","1982","Total","Male","40 - 44","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","587551","3,5"
"China","1982","Total","Male","40 - 44","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","385619","3,5"
"China","1982","Total","Male","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","1984","25029297","3,5"
"China","1982","Total","Male","45 - 49","Single (never married)","Census - de facto - complete tabulation","Final figure, complete","1984","1092904","3,5"
"China","1982","Total","Male","45 - 49","Married","Census - de facto - complete tabulation","Final figure, complete","1984","22463578","3,5"
"China","1982","Total","Male","45 - 49","Widowed and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","998625","3,5"
"China","1982","Total","Male","45 - 49","Divorced and not remarried","Census - de facto - complete tabulation","Final figure, complete","1984","474190","3,5"
"China","1982","Total","Male","50 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","1984","38956062","3,5"
